解编号,总成本,平均时延/h,负载不均衡度,SLA违约率,CPU开机数序列,GPU开机数序列,时间迁移比例序列,空间迁移比例序列,总能耗/kWh,总碳排放/kg,任务完成率,时延敏感任务违约率,CPU平均利用率,GPU平均利用率,峰谷差/kW,Token总量,单位百万Token能耗/kWh,单位百万Token成本,功率上限违约时段数,峰时功率违约时段数,远端迁移任务数,远端任务完成率,远端执行成本,远端网络能耗/kWh,迁移平均时延/h,完成任务数,任务总数,约束惩罚项
7,195.28544199312623,0.6705810825907068,0.14845764444508858,0.04492624050067054,"10,2,9,8,10,10,8,10,20,7,3,12,12,4,2,14,18,4,16,6,15,6,5,3","8,2,5,3,7,1,4,7,4,5,2,8,5,2,1,2,5,1,8,4,5,7,1,1","0.3,0.3,0.9,0.7,0.1,0.8,0.7,0.3,0.1,0.8,0.8,0.4,0.4,0.5,1.0,0.1,0.4,0.6,0.2,0.3,0.2,0.1,0.9,0.4","0.5,0.3,0.5,0.2,0.1,0.6,0.0,0.4,0.5,0.5,0.1,0.0,0.5,0.2,0.6,0.2,0.2,0.5,0.6,0.2,0.6,0.2,0.3,0.2",218.8185594025974,133.70788434911688,0.9550737594993295,0.0,0.7097990867701248,0.7995246753246752,15.81341549090909,2711687.927,80.69459513531896,72.01619332692711,0,0,79,0.42934782608695654,2.251499999999999,0.39499999999999996,0.11000000000000001,4273,4474,1.58
37,198.1578629730277,0.3282121928405013,0.3671119514682318,0.04045596781403665,"11,1,8,16,1,11,9,14,13,17,2,12,12,11,11,9,12,19,7,6,18,20,5,15","4,1,1,7,6,5,4,6,4,4,5,8,7,2,4,7,7,6,0,0,4,0,1,4","1.0,0.3,1.0,0.7,0.1,0.7,0.0,0.6,0.1,0.1,0.1,0.4,0.7,0.1,0.3,1.0,0.1,0.0,0.4,0.8,0.1,1.0,0.2,0.9","0.2,0.3,0.4,0.4,0.4,0.6,0.0,0.4,0.1,0.3,0.5,0.3,0.0,0.3,0.1,0.2,0.5,0.6,0.3,0.4,0.2,0.1,0.0,0.5",228.45425741818178,138.51345353415584,0.9595440321859633,0.0,0.6156160781906015,0.6795087346681097,12.116760940259738,2753775.659,82.9603735771062,71.95860792995255,0,0,95,0.36259541984732824,2.7059999999999986,0.475,0.11000000000000001,4293,4474,1.9000000000000001
34,199.2782926517955,0.3104174617368863,0.33374378545735445,0.050514081358962896,"12,1,8,5,8,11,9,5,20,9,13,13,18,4,13,8,18,15,19,6,16,20,12,9","2,2,7,4,6,5,4,7,4,4,2,8,8,3,6,1,7,6,1,0,1,0,1,4","0.1,0.7,0.8,0.4,0.1,0.8,0.1,0.0,0.1,0.0,0.2,0.1,0.7,0.0,0.3,0.2,0.1,0.1,0.8,0.3,0.5,0.1,0.2,0.4","0.3,0.3,0.4,0.2,0.4,0.6,0.3,0.4,0.1,0.4,0.1,0.3,0.0,0.6,0.2,0.1,0.2,0.5,0.1,0.4,0.1,0.2,0.1,0.0",226.4964925350649,137.70750948285712,0.9494859186410372,0.0,0.5627514255816064,0.7248249954906205,11.95529804155844,2619834.659,86.4544988581529,76.06521730950027,0,0,80,0.4020100502512563,2.2799999999999994,0.4,0.11000000000000003,4248,4474,1.6
24,204.58805839030356,0.3461524239109087,0.20803493936372833,0.03844434510505141,"12,10,8,5,19,10,16,8,19,15,3,13,18,4,11,12,17,15,10,6,16,16,1,15","4,3,7,4,3,8,6,7,4,7,2,8,8,4,6,1,5,6,2,3,1,0,3,4","0.1,0.3,0.8,0.4,0.1,0.8,0.9,1.0,0.1,0.0,0.4,0.2,0.7,0.1,0.3,0.2,0.1,0.0,0.5,0.8,0.5,0.1,0.4,0.4","0.3,0.3,0.4,0.2,0.1,0.6,0.5,0.4,0.2,0.3,0.5,0.6,0.6,0.2,0.3,0.2,0.2,0.1,0.5,0.4,0.2,0.2,0.1,0.6",237.2834748987013,143.49381493859738,0.9615556548949485,0.0,0.5576025355745279,0.7090681682900432,11.318578254545455,2778434.659,85.40185536848404,73.63428818726939,0,0,98,0.45161290322580644,2.7929999999999984,0.48999999999999994,0.11000000000000003,4302,4474,1.96
8,206.88281445337265,0.3690370630521326,0.17369981491233563,0.02749217702279839,"12,10,8,13,19,10,16,8,19,15,3,13,6,12,11,12,4,11,9,6,16,16,1,15","4,3,7,8,3,8,6,7,4,7,2,8,6,4,6,1,5,5,8,3,1,0,3,4","0.1,0.3,0.8,0.9,0.1,0.8,0.9,1.0,0.1,0.0,0.4,0.2,0.4,0.1,0.1,1.0,0.1,0.0,0.5,0.8,0.5,0.0,0.4,0.4","0.2,0.3,0.4,0.2,0.1,0.0,0.5,0.4,0.2,0.3,0.5,0.6,0.5,0.2,0.3,0.2,0.2,0.1,0.5,0.4,0.2,0.1,0.0,0.6",241.27680998961037,145.82698680815582,0.9725078229772016,0.0,0.597370966302977,0.7106669372294373,11.318578254545455,2939351.6589999995,82.08504390784444,70.38382556912448,0,0,98,0.45161290322580644,2.7929999999999984,0.48999999999999994,0.11000000000000003,4351,4474,1.96
30,209.52932801196798,0.25956247399770427,0.30966273068625827,0.04067948144836835,"12,10,8,9,19,10,4,4,20,17,14,12,18,11,11,14,11,11,9,8,18,13,5,15","0,3,7,8,5,5,8,7,4,7,5,8,6,4,7,1,5,5,1,5,1,2,3,1","1.0,0.3,0.8,0.9,0.1,1.0,0.9,1.0,0.1,0.0,0.3,0.4,0.4,0.1,0.1,0.0,0.4,0.0,0.2,0.8,0.9,1.0,0.4,0.3","0.2,0.3,0.4,0.5,0.1,0.6,0.5,0.4,0.2,0.1,0.1,0.0,0.5,0.6,0.2,0.2,0.3,0.1,0.5,0.4,0.2,0.4,0.0,0.3",239.6435808987013,145.4183563736883,0.9593205185516317,0.0,0.5332341037293259,0.7291840818903319,10.251403823376624,2744051.659,87.33202238110681,76.35764703071429,0,0,79,0.572463768115942,2.251499999999999,0.39499999999999996,0.11000000000000001,4292,4474,1.58
36,211.9097296338651,0.35225811374889926,0.2968620751032695,0.020339740724184176,"17,10,8,13,19,10,4,4,20,6,3,12,7,12,11,15,18,11,9,6,18,17,5,15","0,3,5,4,5,5,8,7,4,7,2,8,6,4,7,0,5,5,8,5,1,2,3,4","1.0,0.3,1.0,0.9,0.1,1.0,0.9,1.0,0.1,0.0,0.3,0.5,0.4,0.1,0.1,0.0,0.4,0.0,0.2,0.3,0.9,1.0,0.4,0.3","0.3,0.5,0.4,0.2,0.1,0.6,0.5,0.2,0.2,0.1,0.1,0.6,0.5,0.2,0.1,0.2,0.2,0.5,0.3,0.4,0.2,0.0,0.0,0.3",242.95371526233765,147.7545684286753,0.9796602592758158,0.0,0.6069553173461345,0.7148298205266954,11.350709127272726,3046042.659,79.76044411081824,69.56886470639056,0,0,92,0.423963133640553,2.621999999999999,0.45999999999999996,0.11000000000000003,4383,4474,1.84
25,212.9781821527846,0.3203899268663862,0.26579773484208763,0.020786767992847562,"13,10,8,19,19,10,4,14,20,7,3,12,6,12,8,15,15,11,9,6,16,17,5,15","0,3,7,8,5,5,4,7,4,7,4,8,6,4,7,1,5,5,8,5,1,2,3,4","0.2,0.3,0.8,0.9,0.1,1.0,0.9,1.0,0.1,0.0,0.1,0.4,0.4,0.1,0.1,0.0,0.4,0.0,0.2,0.8,0.9,0.2,0.4,0.3","0.2,0.5,0.4,0.5,0.2,0.5,0.0,0.4,0.1,0.5,0.1,0.1,0.5,0.6,0.2,0.2,0.2,0.1,0.5,0.4,0.2,0.0,0.0,0.0",246.58240344415583,149.51773862376623,0.9792132320071525,0.0,0.5927052379787424,0.7401454816017315,10.721902025974023,3038674.659,81.14801060186676,70.08916914549641,0,0,85,0.5059523809523809,2.4224999999999994,0.425,0.11000000000000001,4381,4474,1.7
35,214.25859545247914,0.31309168258623377,0.24675595651531101,0.02548055431381314,"19,13,4,13,19,10,16,8,20,15,3,15,6,12,12,12,18,11,9,6,18,16,1,15","4,3,6,8,3,8,4,7,4,7,2,8,6,4,6,1,5,5,8,5,1,0,3,4","0.1,0.3,0.9,0.9,0.1,0.8,0.9,1.0,0.1,0.0,0.4,0.2,0.4,0.1,0.1,1.0,0.1,0.0,0.4,0.8,0.5,1.0,0.4,0.3","0.2,0.3,0.4,0.4,0.1,0.0,0.5,0.0,0.2,0.5,0.5,0.6,0.6,0.2,0.3,0.2,0.2,0.1,0.1,0.4,0.2,0.1,0.0,0.6",247.4921872623376,149.97498706342856,0.9745194456861869,0.0,0.5547147539374307,0.7125845463564214,11.764978254545452,2966924.659,83.41707852660967,72.2157183204965,0,0,96,0.4682926829268293,2.735999999999999,0.4799999999999999,0.11000000000000003,4360,4474,1.92
27,220.94916452979035,0.29452263416553576,0.3310392266876641,0.01631649530621368,"12,10,8,13,2,10,4,4,13,17,3,12,17,12,11,15,18,11,9,6,18,17,5,15","0,3,7,8,5,5,8,7,4,7,4,8,6,4,7,1,5,5,8,5,1,7,3,1","1.0,0.3,0.8,0.9,0.1,1.0,0.9,1.0,0.1,0.2,0.3,0.4,0.4,0.1,0.1,0.0,0.4,0.0,0.2,0.8,0.6,0.0,0.4,0.3","0.2,0.3,0.4,0.5,0.1,0.6,0.5,0.4,0.1,0.1,0.1,0.0,0.5,0.6,0.2,0.2,0.2,0.1,0.5,0.4,0.2,0.0,0.0,0.0",249.11220780779217,152.16004628335065,0.9836835046937863,0.0,0.6001383752243128,0.7349491206709956,11.269137106493506,3102921.659,80.28311223560677,71.20681371021051,0,0,71,0.5867768595041323,2.0234999999999994,0.355,0.11000000000000001,4401,4474,1.42
1,224.41444273779032,0.2887202754729623,0.3220573109973603,0.01631649530621368,"13,10,8,19,19,10,4,4,20,17,3,12,17,12,11,15,18,11,9,6,18,17,5,15","0,3,7,8,5,5,8,7,4,7,4,8,6,4,7,1,5,5,8,5,1,7,3,1","1.0,0.3,0.8,0.9,0.1,1.0,0.9,1.0,0.1,0.2,0.3,0.4,0.4,0.1,0.1,0.0,0.4,0.0,0.2,0.8,0.9,0.0,0.4,0.3","0.2,0.3,0.4,0.5,0.1,0.6,0.5,0.4,0.1,0.1,0.1,0.0,0.5,0.6,0.2,0.2,0.2,0.1,0.5,0.4,0.2,0.0,0.0,0.3",256.03140780779216,155.74366109249348,0.9836835046937863,0.0,0.5523945898795405,0.7349491206709956,11.045937106493508,3102921.659,82.51301062183606,72.32359285864597,0,0,71,0.5867768595041323,2.0234999999999994,0.355,0.11000000000000001,4401,4474,1.42
